Version,FPS,Latency (s)
v11-l,33.08128572006252,0.03022857117652893
v11-m,44.0278946567992,0.022712873458862304
v11-n,56.621076908825586,0.01766126775741577
v11-s,51.31837743932589,0.019486196756362914
v11_x,21.041964710296426,0.04752407932281494
