Version,FPS,Latency (s)
v11-n,60.08569771228469,0.016642895698547364
v11-s,61.46585407487024,0.016269195556640626
v11-m,43.22391190323236,0.023135342359542847
v11-l,31.13233878237689,0.03212094044685364
v11-x,21.08282752582154,0.047431967973709105
